job_id,agency,#_of_positions,business_title,level,job_category,career_level,salary_range_from,salary_range_to,salary_frequency,preferred_skills,posting_date,post_until
591443,dept of design construction,1,senior traffic engineer,03,engineering architecture planning,experienced nonmanager,81571.0,93807.0,annual,candidates should possess excellent written and verbal communication skills must have strong experience and background in utilizing highway capacity software hcs and synchro analysis for designing signal timing plans evaluating traffic operation and traffic flow and traffic modeling designing and reviewing traffic regulatory sign plans andor traffic pavement marking plans and proficiency in microsoft office applications,2023-03-08,
625395,dept of environment protection,1,assistant chief operator of water resource recovery facility,02,building operations maintenance,experienced nonmanager,75197.0,94341.0,annual,,,2024-05-17
590437,dept of homeless services,1,sheet metal worker,00,engineering architecture planning,entrylevel,57.92,57.92,hourly,,,
487203,hradept of social services,2,unit clerk,03,administration human resources social services,experienced nonmanager,36390.0,41848.0,annual,,,
634328,bronx district attorney,7,dat writer,00,legal affairs public safety inspections enforcement,experienced nonmanager,51500.0,51500.0,annual,,,2027-01-18
593243,dept of design construction,2,engineerincharge,02,engineering architecture planning,experienced nonmanager,88026.0,101230.0,annual,candidates must have strong supervisory experience and excellent verbal and written communication skills and knowledge of the operations design and construction of the citys infrastructure system knowledge of current and uptodate engineering methods and standards is preferred,,
626497,dept of environment protection,1,deputy portfolio manager,m3,engineering architecture planning public safety inspections enforcement,manager,72038.0,192152.0,annual,,,
556917,dept of environment protection,1,contract and administration unit lead,00,finance accounting procurement,experienced nonmanager,65232.0,151810.0,annual,1excellent organizational interpersonal verbal written and analytical skills 2proficiency in using microsoft word excel and access queries and reports is a plus 3working knowledge of procurement functions entering and retrieving data from automated information systems passport and financial management system fms is preferred 4strong contract management and administration skills overseeing and negotiating contracts 5excellent interpersonal and communication skills 6valid new york state driver license,,
527781,nyc housing authority,1,carpenter,00,building operations maintenance,experienced nonmanager,53.58,53.58,hourly,,2022-08-04,
564205,dept of environment protection,2,civil engineer 3,03,engineering architecture planning,experienced nonmanager,90114.0,122168.0,annual,a a valid new york state drivers license b familiarity with wastewater treatment plant and pumping station equipment and processes c strong background in structural engineering principles and their application with specific areas of expertise in the design and reconstruction of concrete structures expansion joints facilities docks bulkheads etc d knowledge building codes e proficiency in the following computer programs autocad microsoft project excel and word f strong technical writing and communication skills,,
631727,dept of environment protection,1,standards lead,00,engineering architecture planning public safety inspections enforcement,experienced nonmanager,58682.0,159671.0,annual,,,
633725,dept of environment protection,1,procurement analyst,03,finance accounting procurement,experienced nonmanager,65574.0,110229.0,annual,nyc procurement softwarefinancial management system fms nyc procurement policy board ppb rules and regulations passport procurement and sourcing solutions portal dmss ocp requirement nys ogs contracts and storehouse access credit card payment system strong organizational writing and communication skills,,
632988,dept of environment protection,1,accountable manager,01,engineering architecture planning public safety inspections enforcement,experienced nonmanager,74041.0,107227.0,annual,,,
621991,off of payroll administration,1,payroll officer,01,administration human resources finance accounting procurement,experienced nonmanager,60718.0,80000.0,annual,,2024-04-01,
629431,dept of environment protection,1,deputy portfolio manager,m3,engineering architecture planning public safety inspections enforcement,manager,78721.0,209971.0,annual,,,
556263,dept of environment protection,13,associate water use inspector i,01,public safety inspections enforcement,experienced nonmanager,53345.0,75425.0,annual,,,
632424,dept of healthmental hygiene,1,revenue analyst,02,finance accounting procurement health,experienced nonmanager,61206.0,70387.0,annual,,2024-04-04,2025-04-04
629512,hradept of social services,1,supervisor of check research and investigation unit,03,constituent services community programs communications intergovernmental affairs social services,experienced nonmanager,64137.0,73758.0,annual,,,
582594,department of transportation,1,summer intern,00,engineering architecture planning,student,15.93,24.73,hourly,knowledge of ms word excel powerpoint and civil engineering principles energetic proactive willing to learn able to work in a team environment,2023-12-04,
